Date,AVWC,AVSG,XDEW,IWQU,UKEQ,EMVL,JPNV,SGLN,GLIN,IGLS
2004-01-31,,,0.003244424746702723,,-0.025012995344647293,0.003752623429984503,,,,
2004-02-29,,0.0041261481959267154,-0.005066239048207688,,0.02295661971885754,0.01495619048773511,,,,
2004-03-31,,0.030405675662107168,0.007260195134906722,,-0.010184105892948159,0.019749044855857933,,,,
2004-04-30,,-0.022239955091288843,0.01199523397081892,,0.019423886371425114,-0.06515042436578178,,,,
2004-05-31,,-0.009460357627968152,-0.01250300661202286,,-0.010172746254526466,-0.018129084461505407,,,,
2004-06-30,,0.05502244122178368,0.03739941034566896,,0.02264758679625256,0.016122073222819555,,,,
2004-07-31,,-0.03608899895572726,-0.04674075730285587,,-0.024542201513059303,-0.03737953930301874,,,,
2004-08-31,,0.02340030722336839,0.009841059897838456,,0.022415888508378945,0.04657536775398907,,,,
2004-09-30,,0.02903660528429941,0.01983414858858845,,0.017992903146273997,0.06367416845229057,,,,
2004-10-31,,0.0010983351868567581,0.009655018703746965,,0.014626275023084778,0.014312749842135153,,,,
2004-11-30,,0.042123684836909314,0.018330161795896416,,0.017561286898739814,0.058319896315980335,,,,
2004-12-31,,0.02301415375596383,0.03157612539768473,,0.03272861217784695,0.041899473767430084,,-0.03440868758129523,,
2005-01-31,,-0.018335065254127425,-0.012492474668216458,,-0.005891624864487355,0.013489705363567417,,-0.017863727177750865,,
2005-02-28,,0.00535744281279249,0.0026473823424291165,,0.03349113302232465,0.07681759270441568,,0.012222877776238317,,
2005-03-31,,-0.006215941021169957,0.001864192995980174,,-0.008881974302826556,-0.06462792196238987,,-0.0008486212291981543,,
2005-04-30,,-0.06023433556206237,-0.04208424729217164,,-0.02247560398034454,-0.022812556027291264,,0.001779929108464362,,
2005-05-31,,0.12697354617897383,0.0977348331265897,,0.04229446695160588,0.0837096353951301,,0.009309742039674829,,
2005-06-30,,0.051433315077574315,0.030908150102157084,,0.026732462464440276,0.05560269757353664,,0.05893991355210093,,
2005-07-31,,0.07381152015959569,0.0702460157634679,,0.025609265850405682,0.09645983075358511,,0.003710026996383675,,
2005-08-31,,-0.044675156107155556,-0.03356520904067117,,0.013727731973575796,-0.012156399096943438,,-0.0118487106977897,,
2005-09-30,,0.02981309966055501,0.02707863307649494,,0.0295859386026176,0.11041886301628434,,0.09969168477490609,,
2005-10-31,,-0.03447859645806406,-0.02908730100875312,,-0.026569067571216354,-0.06559743171009058,,-0.008773236953916186,,
2005-11-30,,0.060479748277747714,0.06839011427401909,,0.023537128728848167,0.0810068421968635,,0.0813426010021836,,
2005-12-31,,0.003289300547062224,0.01129300809216871,,0.03986330764581991,0.06735891883724832,,0.05674609831538002,,
2006-01-31,,0.03375821115776967,0.006391407800734106,0.05228589884458912,0.026282398408052465,0.10480503597773816,,0.06347614042805705,,
2006-02-28,,0.019068062519327134,0.017316208568801006,-0.021474163838066995,0.008250365448154273,-0.025126682614895368,,0.0026429757086103844,,
2006-03-31,,0.046202710037086536,0.03066114722575186,0.05039856328028369,0.038332749289651025,0.03136771671766847,,0.046038487587997556,,
2006-04-30,,-0.04876556624737438,-0.04014341326216497,-0.0249653951128066,0.012551547232829918,0.013658835519202883,,0.06615057315899309,,
2006-05-31,,-0.06095550784814974,-0.05332915176864472,-0.09569389762378966,-0.05030244386623872,-0.13308812670459513,,-0.03726714165567302,,
2006-06-30,,0.022351671904892845,0.009373302884658097,0.0058350668122642,0.020462691166584612,0.014382668485306116,,-0.03505641340470511,,
2006-07-31,,-0.022350518041537537,-0.023427918583846963,-0.06872119841369373,0.015579199573775071,0.012907749864065954,-0.018849855569904483,0.020915840077621706,,
2006-08-31,,0.0025790365377946767,0.008568084100935236,-0.04217339005086507,0.003033090925522508,-0.0028004094210011266,0.016906525271218387,-0.03184920402589264,,
2006-09-30,,0.025830426948852514,0.04112831316859977,0.046298564976323675,0.00847369657104613,0.007913111848669496,-0.015303095233937136,-0.02926490108063351,,
2006-10-31,,0.026372102331350344,0.01770869837788336,0.027634188425490702,0.026089480057726044,0.05006042355235096,0.015732762555023427,-0.00646676194641671,,
2006-11-30,,0.002385854294900902,-0.005345550591398851,-0.03578380805062642,-0.0020143931813739746,0.02851716146073313,0.009822286653353718,0.0372952394328403,,
2006-12-31,,0.007842197172536869,0.009354630335025371,0.03542663994550099,0.03227571969638032,0.0584761336909263,0.03912822762100965,-0.014715955248585044,,
2007-01-31,,0.017504815382672678,0.021894039717586633,0.03845347711383762,0.004684804419085475,-0.0009992431212325625,0.0028913279787243784,0.023438615672268126,,
2007-02-28,,-0.006240985367537144,-0.005057203860537762,-0.010533538551432908,-0.015159269287085109,-0.032674989493996165,0.03441455066319876,0.025129041324794654,,
2007-03-31,,0.012273631398040274,0.014183073791877998,0.024225918818317815,0.04271449210692135,0.05955168866072591,-0.01062550815259189,-0.005304736055485204,,
2007-04-30,,-0.0069110310555375865,0.01928928958656906,0.024603908351960913,0.007893275907326469,0.012626215106235072,-0.021831103013574382,-0.003694760664924801,,
2007-05-31,,0.048964840409788435,0.04288378160535866,0.023983422892357664,0.031745491122352254,0.061361833485048534,0.012959214518293072,-0.013138863747136909,,
2007-06-30,,-0.03672279614566143,-0.03248523465594355,-0.028017624786865536,-0.0075921302160378845,0.02206599161058942,-0.008173578381659552,-0.03329767649474302,,
2007-07-31,,-0.08655817488833417,-0.05503211912729766,-0.04809872269269977,-0.043693061200895555,-0.0033157329450537176,-0.015048337911262033,0.013021689319214103,,
2007-08-31,,0.022797493877144914,0.006870899576261635,0.015566823530725804,0.008084825625020553,0.016519934585488283,-0.01746088364507148,0.01721056288216749,,
2007-09-30,,-0.005616585422620557,0.010366191337622732,0.06031866916873985,0.025268146293230043,0.09989273450051384,0.013698182781598511,0.08941023782463398,,
2007-10-31,,-0.0004486398341706499,-0.005122962167075862,0.031011374062940522,0.0408293645776594,0.10064159432433017,0.0007307346578213636,0.05224760839194298,,
2007-11-30,,-0.05818954405931953,-0.03577968076806992,-0.05078786310916261,-0.0482095766888162,-0.06612832186285467,-0.015510756047102725,-0.005490153844484147,,
2007-12-31,,0.021907928116061237,0.017577436171706262,0.06966625823105765,0.006956079583810837,0.02070898179065095,-0.0495212676530189,0.10409379958874099,,
2008-01-31,,-0.04075880093117801,-0.04494648611599983,-0.1453411672587398,-0.0815805648586283,-0.09104886672560908,-0.032676990415509866,0.10619221797712419,-0.08461172842212317,
2008-02-29,,-0.024277346411330614,-0.028172096479760378,-0.007394881363054329,-0.009745840048632548,0.021993667391162264,-0.00020339461602003617,0.05441323748623628,-0.008180550442343892,
